amount,location_changed,new_device,failed_attempts,velocity,fraud
79855,1,1,2,8,1
29141,1,0,0,4,0
31492,0,0,1,2,0
58301,0,0,0,3,0
28230,0,0,0,1,0
29515,1,1,1,3,0
45853,0,0,0,1,0
57953,1,0,0,0,0
87230,1,1,3,1,1
30252,0,0,1,0,0
18350,0,0,1,1,0
146197,1,1,1,1,1
47269,0,1,0,3,0
23164,1,0,0,3,0
45213,1,1,2,2,1
41177,0,1,0,4,0
23809,1,0,2,3,0
14095,1,1,6,4,1
16238,1,1,7,1,1
8666,0,0,0,0,0
24158,1,0,5,5,1
73316,1,0,7,0,1
13848,1,0,1,6,1
12209,0,0,0,1,0
32561,0,0,1,4,0
54578,0,0,2,3,0
95176,1,1,0,4,1
52659,0,0,2,4,0
125070,1,1,0,5,1
46161,0,0,1,3,0
82404,1,1,1,7,1
126072,1,1,6,0,1
87142,1,1,7,0,1
18794,0,1,2,3,0
102070,1,1,2,2,1
11854,0,0,3,1,0
26024,0,1,0,3,0
35782,0,0,1,2,0
89540,1,1,0,7,1
44592,1,0,3,2,0
3598,1,1,1,5,1
49727,1,0,2,0,1
26922,1,1,0,2,0
135105,0,1,1,4,1
54739,0,0,0,1,0
28811,1,0,0,1,0
29595,0,0,3,2,0
50111,0,0,1,3,0
47824,0,0,0,1,0
58703,0,0,0,2,0
5472,0,1,1,4,0
138886,1,1,4,1,1
129524,1,1,4,7,1
7576,0,0,1,0,0
17987,0,0,0,3,0
33738,0,0,1,1,0
53138,0,0,3,2,0
4180,0,0,1,4,0
13442,0,1,1,2,0
22680,0,1,5,8,1
61545,1,1,4,4,1
37056,0,1,1,2,0
124753,1,0,1,2,1
5266,0,0,3,4,0
46052,0,1,0,4,0
59010,0,0,2,4,0
55539,0,0,0,4,0
121215,0,0,2,0,1
37078,0,0,3,0,0
85290,1,1,6,8,1
56746,0,0,0,4,0
47589,0,0,5,6,1
58343,0,0,0,1,0
36827,1,1,4,8,1
7678,0,1,0,2,0
46749,0,0,1,1,0
57828,0,0,0,2,0
27049,1,0,7,8,1
90815,0,1,2,5,1
48656,0,1,3,1,0
118133,1,0,7,5,1
118337,1,1,4,6,1
93378,0,0,4,8,1
14813,0,0,1,2,0
22438,0,0,3,1,0
18900,0,0,3,3,0
26968,0,0,1,2,0
36019,1,1,0,4,1
51918,0,0,0,4,0
40848,0,1,7,3,1
40160,0,0,1,4,0
96864,1,1,6,3,1
55511,0,1,0,2,0
10453,0,0,0,4,0
78039,1,0,0,7,1
67131,1,1,3,1,1
56368,0,0,0,3,0
55259,1,1,0,1,0
14776,0,1,5,7,1
50547,0,1,7,2,1
6222,1,0,1,4,0
16509,0,0,2,1,0
52358,1,1,3,4,1
31589,1,1,2,3,1
42005,0,0,2,2,0
44352,1,1,0,4,1
10397,1,1,4,0,1
75078,1,1,4,3,1
113729,1,1,2,2,1
54452,0,0,0,2,0
38609,0,1,5,1,1
12096,0,0,1,3,0
31100,0,1,6,1,1
58378,1,1,1,2,1
48102,1,0,0,0,0
23330,1,1,2,7,1
88368,1,1,2,2,1
127740,1,1,0,3,1
22412,1,0,6,3,1
35883,0,0,3,3,0
74813,1,1,7,0,1
76649,1,0,1,0,1
114625,1,1,2,1,1
45113,0,0,1,0,0
36126,1,0,1,0,0
36087,1,1,7,8,1
51994,0,0,0,4,0
38057,1,0,2,2,0
1786,0,0,2,2,0
49842,1,1,6,2,1
56724,0,0,3,3,0
3513,0,0,2,0,0
125579,1,0,4,8,1
53121,0,0,0,3,0
43755,1,1,0,2,1
93589,1,1,7,1,1
117024,1,1,0,7,1
37086,0,1,3,4,1
48666,1,1,0,6,1
136474,1,0,6,8,1
6438,0,0,1,2,0
10205,0,1,2,4,0
26164,0,0,3,1,0
59778,1,0,3,2,0
57044,0,0,0,3,0
29499,1,0,0,0,0
18219,0,0,0,2,0
32899,0,0,1,2,0
138857,1,1,7,3,1
113239,1,0,1,6,1
17629,0,0,0,0,0
29156,1,1,0,3,1
132835,1,1,4,7,1
29429,1,1,4,7,1
43945,0,0,0,4,0
50763,0,0,0,2,0
44857,0,0,3,0,0
101659,1,1,3,4,1
54764,1,0,0,0,0
16338,0,0,0,4,0
32135,0,1,1,0,0
96537,1,0,0,3,1
34983,0,1,1,1,0
102366,1,0,4,4,1
30907,0,1,7,6,1
42967,1,1,5,5,1
22086,0,1,0,1,1
10209,0,0,3,4,0
38910,0,0,0,1,0
92827,1,1,1,1,1
34358,1,0,0,2,0
17914,0,0,3,3,0
7024,0,0,1,2,0
51467,0,0,1,0,0
14726,1,1,1,3,1
31732,1,0,0,4,0
8170,0,1,4,5,1
117409,1,0,5,0,1
32951,1,1,2,5,1
39283,1,1,6,5,1
100479,0,1,4,2,1
103482,1,0,6,8,1
53424,1,1,0,3,1
127422,0,1,3,0,1
52846,1,1,1,1,1
59962,0,0,3,4,0
18565,1,0,2,2,0
24144,1,0,7,3,1
23352,0,0,0,4,0
125205,1,1,7,1,1
34684,0,1,1,4,0
32905,1,0,2,7,1
10999,0,0,1,1,0
45681,0,1,1,3,0
147392,1,1,0,6,1
2572,1,0,2,2,0
68869,1,1,2,8,1
55574,1,0,0,2,0
35911,1,0,4,3,1
17868,1,0,0,0,0
140207,1,1,0,6,1
9993,0,0,1,3,0
5448,0,0,0,2,0
142865,1,0,5,3,1
38561,1,0,0,1,0
53476,0,0,0,2,0
21311,0,1,5,7,1
25914,0,0,1,2,0
116855,0,1,3,1,1
86298,1,1,2,0,1
42274,1,1,0,4,1
52281,0,0,0,0,0
21778,0,0,0,2,0
55700,1,1,1,1,1
53578,0,1,3,1,0
56307,0,0,1,0,0
58042,0,1,2,1,0
124554,1,1,5,5,1
57096,0,0,3,8,1
57780,0,0,0,3,0
83895,1,1,6,6,1
126887,0,1,0,7,1
72736,1,1,6,8,1
125321,1,1,7,2,1
86804,1,0,1,0,1
104128,0,1,5,2,1
36832,0,0,0,4,0
5254,0,0,2,2,0
83531,1,1,3,0,1
25109,1,0,1,2,0
93733,1,1,4,5,1
86963,1,0,7,7,1
102242,1,1,7,2,1
50644,1,1,0,4,0
6198,0,0,1,1,0
53746,1,0,6,3,1
107927,1,0,1,8,1
60118,1,1,2,6,1
113564,1,1,4,3,1
19472,0,0,1,3,0
45352,0,0,1,4,0
32719,0,1,0,2,0
42913,0,1,6,5,1
55755,1,1,1,3,1
48122,0,0,0,4,0
7927,0,0,2,0,0
31738,0,0,1,0,0
59766,0,0,2,1,0
39487,1,1,0,0,0
12602,1,1,2,7,1
147524,1,1,7,1,1
141871,1,1,6,8,1
109692,1,1,5,6,1
38009,1,1,6,3,1
69642,1,1,2,5,1
1022,0,1,0,0,0
105765,1,1,7,5,1
136260,1,1,7,7,1
12672,0,0,2,1,0
134564,1,1,7,1,1
27145,0,1,1,1,0
49783,0,1,2,4,1
122052,0,1,1,2,1
30013,0,0,2,1,0
27413,0,0,0,4,0
18158,1,0,3,7,1
143399,1,1,7,2,1
11894,1,0,4,6,1
73682,0,1,3,3,1
39747,0,0,1,1,0
109469,1,1,0,7,1
23747,0,0,0,2,0
33492,0,0,0,0,0
3493,0,0,2,1,0
31750,0,0,0,3,0
52954,0,0,3,0,0
10438,0,1,2,2,0
121840,1,1,6,0,1
34054,0,0,0,1,0
41515,1,1,0,1,0
49920,1,1,0,0,0
143558,1,1,4,5,1
142538,0,1,7,8,1
101274,1,0,5,5,1
83255,0,0,5,6,1
34795,0,1,0,0,0
10244,0,0,0,0,0
83465,1,1,2,7,1
7474,0,0,0,4,0
129072,1,0,5,6,1
4704,1,0,0,5,1
2244,0,0,1,3,0
7431,0,0,0,0,0
63638,1,1,4,2,1
1580,0,0,2,1,0
59102,1,0,4,1,1
41601,1,1,1,6,1
43596,0,0,3,4,0
142044,1,1,6,6,1
25451,1,0,0,4,0
10392,0,0,1,0,0
44645,0,0,0,2,0
31835,0,0,0,4,0
20624,0,0,0,0,0
31017,0,0,0,1,0
8368,0,1,4,7,1
52948,1,1,1,1,1
45094,0,0,0,0,0
12343,0,0,0,4,0
144830,0,1,6,0,1
19876,0,0,0,3,0
119527,1,0,5,0,1
51450,0,0,0,2,0
18698,1,1,0,0,0
11021,0,0,1,0,0
147862,1,0,5,2,1
55435,0,0,1,4,0
42364,0,1,3,0,0
95242,0,1,4,7,1
43808,0,0,3,4,0
19590,0,0,0,3,0
111860,0,0,0,7,1
111659,1,1,7,0,1
49237,0,0,3,0,0
45335,0,0,1,2,0
119429,1,1,1,4,1
45398,0,1,5,8,1
24907,0,1,0,4,0
19188,0,0,1,2,0
54482,1,0,1,1,0
12673,0,1,1,8,1
149057,1,1,5,7,1
7622,0,1,6,1,1
49907,0,1,0,3,0
53835,1,1,2,3,1
137568,0,1,4,7,1
17656,1,0,1,0,0
54094,1,0,0,0,0
50866,0,0,1,4,0
54996,0,0,0,0,0
121738,1,1,2,4,1
14452,0,1,0,1,0
1466,0,0,3,4,0
50871,0,1,1,2,1
94268,0,1,4,1,1
39603,0,0,0,3,0
2628,1,1,4,0,1
82460,0,0,4,3,1
37049,0,1,0,3,0
98938,0,0,3,3,1
56296,0,1,3,3,0
23574,1,1,7,8,1
146781,1,1,0,4,1
29169,1,1,1,2,1
31256,1,1,0,8,1
11601,1,0,3,3,0
26028,0,0,0,1,0
2665,0,0,1,4,0
85454,1,0,1,1,1
118964,1,1,4,2,1
129523,0,1,7,4,1
41599,0,1,1,1,0
55990,0,0,0,3,0
33146,0,1,0,4,0
46616,0,0,1,0,0
44714,0,0,2,3,0
88624,0,1,0,8,1
78467,1,1,7,5,1
75634,1,1,0,4,1
42504,1,1,4,3,1
17585,0,0,1,0,0
126426,1,1,6,0,1
126882,0,1,7,2,1
112192,1,1,6,5,1
19173,1,0,1,6,1
93192,0,1,4,0,1
53415,0,0,1,2,0
134786,1,1,7,7,1
12939,0,0,3,3,0
6778,0,1,3,0,0
24378,1,1,6,1,1
136538,1,1,7,6,1
65380,0,1,1,8,1
3308,0,0,3,1,0
50014,0,0,0,2,0
41545,0,0,1,3,0
67107,1,1,7,6,1
139160,0,1,4,6,1
29837,0,1,0,3,1
34983,1,0,4,3,1
38341,0,0,1,4,0
19057,0,1,0,4,0
32281,1,1,2,4,1
71036,1,1,7,3,1
57996,0,0,1,4,0
48510,0,0,1,1,0
16260,0,1,1,1,0
136431,1,1,2,6,1
16753,1,0,4,6,1
131083,0,1,6,5,1
17222,1,0,0,6,1
2136,0,0,1,4,0
9756,0,0,0,3,0
1193,1,0,0,2,0
28132,1,0,3,5,1
18546,1,1,6,2,1
25763,1,0,0,4,0
9771,0,0,3,3,0
45348,1,0,0,0,0
5693,1,1,1,4,1
26032,0,1,1,2,0
10254,0,0,3,0,0
8199,0,0,2,2,0
24618,0,0,3,4,0
44451,0,0,0,2,0
9780,1,0,3,0,0
53083,0,0,0,3,0
56437,0,0,1,1,0
9174,1,0,2,2,1
7811,1,1,4,6,1
39418,0,0,2,3,0
43012,0,1,1,3,0
55740,0,0,0,4,0
105304,1,0,5,7,1
95610,1,1,2,3,1
33218,1,0,1,1,0
101337,1,1,4,6,1
29423,0,1,4,0,1
54525,0,0,3,3,0
72160,0,1,6,3,1
61786,1,0,5,1,1
28452,1,0,3,0,0
34154,0,1,5,8,1
68201,1,1,0,4,1
28819,0,0,1,3,0
3280,1,1,7,6,1
20581,0,0,0,3,0
123506,1,1,5,4,1
7551,1,1,1,6,1
53002,0,1,3,4,0
30576,0,0,0,4,0
6555,1,1,4,1,1
551,0,1,0,8,1
13789,0,0,0,1,0
6452,0,0,1,3,0
35755,1,1,7,1,1
655,1,0,1,2,0
15697,0,0,0,0,0
125341,1,1,3,6,1
60774,1,1,5,8,1
63299,1,1,4,6,1
47777,0,0,0,0,0
24987,0,1,0,1,0
17056,0,1,2,4,0
33348,1,1,0,3,0
59602,0,1,0,4,0
47390,0,1,1,0,0
55337,0,0,3,0,0
27338,0,0,0,0,0
137,1,0,1,0,0
46810,0,0,1,2,0
140068,1,1,0,6,1
45553,1,0,0,4,0
110184,1,0,6,3,1
2970,0,0,0,2,0
14736,0,0,3,2,0
35270,0,0,0,4,0
58706,1,0,0,4,0
118011,1,1,7,1,1
42239,1,1,7,5,1
53473,0,1,3,1,1
40043,0,1,2,1,0
112228,1,1,5,1,1
120351,0,1,5,0,1
26741,0,1,0,1,0
48385,1,0,2,4,1
2169,1,0,0,0,0
52281,1,0,0,4,0
6641,0,0,3,2,0
5469,0,0,0,3,0
108993,0,1,3,5,1
6869,0,0,0,4,0
37153,0,0,0,0,0
5667,1,0,7,6,1
25555,0,0,0,2,0
141323,1,1,4,6,1
35105,0,0,1,3,0
18096,0,0,2,2,0
117720,1,1,5,4,1
42416,1,1,0,2,1
34814,1,0,4,7,1
20834,0,0,1,2,0
5006,0,0,0,2,0
128296,1,1,2,0,1
50086,0,0,0,0,0
118426,1,1,5,5,1
7572,0,0,0,2,0
96900,1,1,6,0,1
93681,1,0,0,1,1
59165,1,0,0,0,0
19245,0,0,0,0,0
55988,1,0,1,3,0
12700,0,0,1,2,0
133088,1,1,7,2,1
132954,0,0,5,4,1
141056,1,1,1,5,1
56916,1,1,5,4,1
55875,1,0,0,1,0
117739,1,0,0,2,1
135863,1,1,5,7,1
49577,0,0,1,4,0
23836,0,0,1,1,0
2684,0,1,4,5,1
63096,1,0,6,3,1
13830,0,0,1,1,0
112687,1,0,7,5,1
49496,1,1,1,3,1
95455,0,1,6,6,1
26895,0,0,3,3,0
52689,1,1,6,1,1
7706,0,0,0,2,0
31129,1,0,2,7,1
73667,1,1,2,4,1
3987,1,1,7,6,1
125291,0,1,0,4,1
5018,0,0,2,1,0
85088,1,1,6,6,1
16062,0,1,0,0,0
8129,0,0,0,1,0
74162,1,1,4,4,1
18636,0,1,1,3,0
56533,0,0,2,1,0
55310,0,1,6,1,1
30731,1,0,1,0,0
45177,0,0,6,0,1
23145,1,1,2,1,1
45811,0,1,1,1,0
15885,1,0,0,3,0
40000,0,0,2,1,0
56005,1,1,2,2,1
727,0,1,4,2,1
55620,0,0,0,2,0
40947,1,1,2,1,1
74697,1,1,6,1,1
51266,0,1,2,3,0
106240,1,1,0,0,1
19200,0,1,3,1,0
62391,1,1,4,4,1
65998,1,1,4,1,1
60040,0,1,4,5,1
30431,1,1,1,3,1
141304,0,0,3,8,1
111888,1,0,7,4,1
12425,1,1,3,0,1
70842,1,0,3,3,1
59626,0,0,0,3,0
41872,1,1,6,5,1
17689,0,0,3,0,0
59761,0,0,0,1,0
24460,1,0,0,5,1
22431,0,0,0,0,0
127086,1,1,3,2,1
2555,0,0,1,1,0
48382,0,1,2,4,0
26095,0,0,1,1,0
37267,1,1,2,2,1
32407,1,1,5,8,1
26767,0,0,2,1,0
39703,1,0,2,6,1
72819,0,1,6,0,1
62030,1,0,0,5,1
3008,0,0,1,4,0
137278,1,1,7,7,1
110134,1,1,3,4,1
16964,0,0,1,1,0
50703,0,1,3,3,1
100395,1,1,2,2,1
12565,1,0,0,3,0
38024,0,0,1,3,0
48281,0,0,0,2,0
4859,1,0,5,7,1
21140,0,0,0,3,0
10437,1,1,5,2,1
31925,0,1,0,8,1
100736,1,0,3,0,1
14210,0,0,0,3,0
75902,0,1,6,6,1
116204,1,1,2,7,1
122318,0,1,5,8,1
50363,1,0,1,0,0
45927,0,0,3,3,0
13726,0,1,0,1,1
25433,0,0,3,4,0
12511,1,1,1,2,1
17701,0,0,0,2,0
103516,1,1,1,3,1
102360,1,1,2,5,1
6799,0,0,0,3,0
49899,1,0,2,4,0
80276,1,1,0,4,1
57539,0,1,1,2,0
74979,1,1,4,3,1
140032,1,1,1,4,1
123967,1,0,6,2,1
39896,0,0,0,0,0
23858,1,0,0,3,0
21457,0,0,3,3,0
103731,1,0,1,3,1
32168,1,1,1,5,1
8445,0,0,3,0,0
51515,1,0,0,3,1
41455,0,0,2,0,0
50864,0,0,3,1,0
6134,1,1,1,0,1
71067,1,1,0,3,1
51298,0,0,0,1,0
143217,1,1,6,3,1
128025,1,0,7,3,1
22696,0,0,3,4,0
54593,1,0,0,3,0
65957,1,1,3,1,1
29940,0,1,1,2,0
68985,1,1,2,8,1
37959,0,0,3,1,0
97289,0,0,5,1,1
50198,0,1,1,4,0
95701,1,1,2,2,1
142039,1,1,3,2,1
11854,0,0,0,4,0
22218,0,0,3,3,0
10836,0,0,1,4,0
82290,1,1,6,4,1
18329,0,1,0,4,0
4779,0,0,3,2,0
39311,0,1,1,3,1
50826,0,0,2,3,0
15573,0,0,2,2,0
29722,1,0,1,0,0
53715,1,1,6,3,1
57334,0,0,2,3,0
52621,0,1,1,4,0
146887,1,0,5,7,1
1795,0,0,2,4,0
84507,1,1,6,4,1
13841,0,0,0,2,0
32715,1,0,0,3,0
57166,1,1,6,5,1
141411,1,1,0,0,1
144376,1,1,1,6,1
145147,1,1,2,0,1
44290,0,1,1,5,1
74994,1,1,2,8,1
140583,0,0,6,1,1
79457,1,1,0,8,1
58075,0,0,1,0,0
32737,1,1,6,3,1
30963,0,0,0,4,0
107553,1,0,7,8,1
30341,0,0,1,2,0
24021,0,1,0,4,0
16149,0,0,2,0,0
30573,0,0,2,1,0
21310,0,0,1,2,0
148770,1,1,6,4,1
27548,0,1,2,4,0
70880,1,0,6,5,1
131076,0,1,0,4,1
17805,1,1,0,1,1
106801,0,1,7,8,1
10210,1,0,5,0,1
129923,0,1,4,7,1
24912,1,1,5,6,1
51461,1,0,0,3,1
29589,0,1,0,1,0
113548,0,1,1,0,1
131466,1,1,7,4,1
38918,1,1,1,1,1
35955,1,1,2,5,1
129864,1,0,5,1,1
30915,1,0,7,5,1
70234,1,1,5,3,1
66192,1,0,7,2,1
48628,0,1,0,4,0
68955,0,1,4,5,1
18277,0,1,5,2,1
149896,1,1,3,0,1
16613,1,0,2,0,1
37214,0,0,0,0,0
33301,0,1,0,2,0
135478,0,0,3,7,1
54280,0,1,5,2,1
32521,0,0,3,2,0
67436,1,1,3,3,1
76202,1,0,2,3,1
31759,0,0,1,3,0
56704,0,0,0,3,0
19744,0,0,0,2,0
88346,1,1,0,8,1
114809,1,0,3,0,1
17013,1,1,7,0,1
128932,1,1,0,5,1
90474,1,1,6,3,1
82389,1,1,2,3,1
2235,1,1,6,2,1
46273,1,1,5,2,1
47908,1,1,6,3,1
128091,1,1,6,4,1
76120,1,1,0,1,1
129402,0,0,1,6,1
37601,1,1,1,2,1
63435,1,0,0,3,1
128587,0,1,3,1,1
1528,0,0,2,3,0
9221,0,0,0,1,0
53977,0,1,7,1,1
23011,1,1,6,6,1
2300,0,1,2,0,0
40693,0,0,0,3,0
21177,0,0,1,4,0
51493,1,1,0,4,1
17837,1,1,7,5,1
9047,1,1,1,6,1
4449,1,1,1,6,1
547,0,0,0,3,0
96397,1,1,4,2,1
29816,0,1,1,3,0
133133,1,1,0,5,1
115348,1,1,5,7,1
5750,0,0,1,4,0
136429,0,1,5,6,1
130920,1,1,0,0,1
44258,0,0,1,2,0
148108,0,1,1,6,1
23015,0,0,0,0,0
1979,1,1,2,0,1
41125,0,1,1,0,0
51161,1,0,6,0,1
33301,0,1,3,3,0
25973,0,1,1,4,0
123993,1,1,6,1,1
135884,1,1,7,1,1
29942,1,0,2,8,1
18055,0,0,1,3,0
108618,1,1,2,4,1
140703,0,0,0,1,1
6079,0,0,1,2,0
15673,0,0,0,1,0
38263,1,0,3,0,0
21473,0,1,1,0,0
15865,1,0,0,0,0
50793,0,0,0,4,0
36924,1,1,0,7,1
99225,0,1,2,0,1
100474,0,1,4,8,1
86534,1,0,1,0,1
35858,0,1,0,3,0
33020,1,1,6,3,1
51906,0,1,2,2,0
125419,0,0,2,6,1
30033,0,0,1,0,0
91546,0,1,4,6,1
42146,0,0,1,4,0
42899,0,0,2,3,0
26293,1,0,0,0,0
18435,0,0,1,1,0
149462,1,1,1,8,1
107006,0,1,1,7,1
4235,0,0,0,1,0
46901,0,0,1,2,0
60790,0,1,3,2,1
21988,1,1,3,4,1
408,0,0,0,1,0
4181,0,0,0,2,0
35488,0,0,0,4,0
486,0,0,3,3,0
118634,1,1,2,5,1
34681,1,0,0,4,0
77616,1,1,1,2,1
56199,0,0,0,3,0
132458,1,1,1,6,1
114754,1,1,2,2,1
33058,1,0,0,1,0
7304,0,0,0,2,0
47732,0,1,1,2,0
116519,1,0,1,1,1
34688,0,0,3,2,0
29985,0,0,1,4,0
11845,0,1,0,1,1
2894,1,1,3,0,1
11887,1,1,7,6,1
124916,1,0,6,1,1
39286,0,1,1,4,0
22601,1,1,3,3,1
16600,1,1,0,4,1
51923,0,1,2,1,0
41900,1,1,1,3,1
55983,1,0,0,4,0
106356,1,0,7,8,1
56885,0,0,0,3,0
85189,1,0,1,4,1
69799,1,1,0,3,1
31007,0,0,1,1,0
52611,1,0,3,2,0
14890,1,0,1,3,0
17877,0,1,0,0,0
8057,0,1,3,1,0
16474,0,0,0,1,0
134886,0,1,0,2,1
40617,1,0,0,3,0
16045,0,1,1,4,0
17633,1,0,2,4,1
31348,0,0,1,1,0
16394,1,1,6,1,1
4086,0,0,1,0,0
98662,1,1,7,0,1
116646,1,1,3,3,1
108912,1,1,0,2,1
71058,0,1,2,4,1
31138,1,0,6,3,1
4882,0,0,1,3,0
40736,1,1,6,0,1
20940,0,1,0,2,0
57794,1,1,7,1,1
38409,0,0,0,1,0
9304,0,0,0,4,0
2712,0,0,1,2,0
18379,0,0,3,3,0
50809,0,1,4,7,1
9275,0,1,2,3,0
24564,0,0,0,0,0
50003,0,0,0,4,0
1141,1,1,4,7,1
54031,1,0,6,3,1
36590,0,0,2,4,1
95291,1,1,4,3,1
26855,0,0,1,1,0
34719,0,1,0,4,1
40792,1,0,4,7,1
56429,1,1,5,4,1
39547,1,0,0,2,1
73409,1,0,6,4,1
62376,0,0,4,7,1
135717,1,1,0,5,1
18329,0,1,1,3,0
24604,0,1,3,4,0
46738,0,0,0,1,0
6689,0,0,1,1,0
3756,1,1,2,5,1
33654,1,1,5,2,1
38464,1,1,3,0,1
119367,1,1,5,4,1
15614,0,0,1,0,0
124350,0,1,0,5,1
51206,0,0,2,1,0
22671,0,1,0,3,0
133038,0,1,4,2,1
58904,1,0,2,2,0
45582,0,0,0,2,0
3103,0,0,0,1,0
1997,0,0,2,2,0
16038,0,0,2,0,0
6593,0,0,0,0,0
136737,1,1,2,3,1
12621,0,0,2,3,0
10759,0,0,3,0,0
52859,0,0,0,0,0
46973,0,0,0,3,0
93472,1,1,6,6,1
76957,0,1,2,1,1
45223,0,0,5,5,1
124943,1,1,7,1,1
20954,1,0,2,4,0
120442,1,1,6,0,1
98726,0,1,6,7,1
17438,1,0,3,0,1
18132,0,1,1,1,0
129464,0,1,3,1,1
18112,0,1,0,1,0
279,0,0,0,4,0
40799,0,1,2,0,0
2263,1,0,1,5,1
14779,0,1,1,4,0
56330,1,0,0,3,0
80169,1,1,3,0,1
79544,0,0,5,6,1
49639,0,0,0,0,0
28961,0,1,6,2,1
44690,1,0,0,0,0
107194,1,0,6,2,1
12327,0,0,0,3,0
20427,0,0,0,1,0
25093,1,0,1,2,0
13926,1,0,0,3,0
146291,0,1,7,6,1
7058,0,0,1,0,0
64224,0,0,7,2,1
48745,0,0,2,0,0
19456,0,0,1,3,0
56814,1,0,4,8,1
26082,1,0,0,3,0
42216,1,0,2,4,0
108659,1,1,3,1,1
126202,1,1,5,2,1
11470,1,0,3,0,0
24235,1,0,3,1,0
59166,1,1,5,6,1
8880,0,1,6,1,1
45578,0,0,0,3,0
89713,1,0,4,2,1
51647,1,1,1,3,0
11579,1,1,5,7,1
68394,0,0,1,1,1
2841,0,0,3,0,0
84443,1,0,5,4,1
11614,0,0,1,1,0
90486,0,1,7,7,1
30065,0,0,1,2,0
36630,0,0,1,1,0
40811,0,0,7,7,1
103806,0,1,3,5,1
137542,1,0,5,4,1
145966,1,1,4,5,1
71123,1,1,5,2,1
108964,1,1,0,1,1
15010,1,0,3,3,0
96337,1,0,5,5,1
142259,0,1,6,2,1
